"symbol","gene_id","log2FoldChange","padj","baseMean","regulacion"
NA,"ENSG00000278330.1",-1.746,"7.21e-03",11.64,"Down"
NA,"ENSG00000276853.1",-1.747,"2.85e-02",2.87,"Down"
"NKD1","ENSG00000140807.7",-1.748,"5.32e-08",336.57,"Down"
NA,"ENSG00000288959.2",-1.748,"9.58e-07",13.89,"Down"
"VWFP1","ENSG00000241717.1",-1.748,"1.21e-05",21.79,"Down"
"PGM5P3-AS1","ENSG00000277631.8",-1.75,"3.32e-05",8.5,"Down"
NA,"ENSG00000265413.1",-1.752,"2.44e-04",4.66,"Down"
"CTNNAL1","ENSG00000119326.15",-1.753,"2.67e-20",961.01,"Down"
NA,"ENSG00000235641.6",-1.753,"9.28e-03",4.49,"Down"
"KLRD1","ENSG00000134539.17",-1.755,"5.11e-09",127.05,"Down"
"LRRC32","ENSG00000137507.11",-1.756,"1.75e-14",644.19,"Down"
"ATOH8","ENSG00000168874.14",-1.758,"2.19e-04",254.5,"Down"
NA,"ENSG00000296775.1",-1.758,"3.23e-03",12.06,"Down"
"ADCY4","ENSG00000129467.14",-1.759,"5.09e-11",245.95,"Down"
"ALOX5","ENSG00000012779.12",-1.759,"4.73e-08",1325.74,"Down"
"APLN","ENSG00000171388.12",-1.759,"1.93e-07",197.96,"Down"
"GFI1B","ENSG00000165702.15",-1.759,"1.68e-02",3.28,"Down"
"SELP","ENSG00000174175.17",-1.76,"5.54e-16",255.01,"Down"
"SPARCL1","ENSG00000152583.13",-1.76,"1.67e-11",6448.82,"Down"
"GZMH","ENSG00000100450.13",-1.76,"1.42e-04",87.47,"Down"
NA,"ENSG00000307012.1",-1.763,"3.62e-02",2.26,"Down"
"HCST","ENSG00000126264.10",-1.764,"2.16e-03",8.38,"Down"
"C5AR1","ENSG00000197405.8",-1.765,"7.53e-10",719.41,"Down"
NA,"ENSG00000289768.1",-1.767,"3.88e-08",108.95,"Down"
"DLEU7","ENSG00000186047.11",-1.767,"9.65e-05",20.36,"Down"
"RNASE4","ENSG00000258818.4",-1.767,"9.02e-04",10.86,"Down"
"FLI1","ENSG00000151702.18",-1.768,"3.84e-30",728.84,"Down"
"SOX5","ENSG00000134532.20",-1.768,"5.97e-12",95.83,"Down"
"FCGR3A","ENSG00000203747.13",-1.769,"2.06e-08",3642.72,"Down"
NA,"ENSG00000303969.1",-1.769,"2.46e-04",8.04,"Down"
"PRRT1B","ENSG00000283526.2",-1.77,"1.12e-05",74.98,"Down"
"GSTM5","ENSG00000134201.12",-1.772,"4.48e-10",80.99,"Down"
"RBPMS-AS1","ENSG00000254109.7",-1.773,"6.07e-05",75.16,"Down"
NA,"ENSG00000302067.1",-1.773,"3.14e-02",2.06,"Down"
"LOC100507403","ENSG00000253123.5",-1.775,"8.25e-06",20.9,"Down"
"TNXB","ENSG00000168477.21",-1.775,"2.51e-05",174.62,"Down"
"APOC2","ENSG00000234906.11",-1.775,"1.75e-02",2.47,"Down"
"HVCN1","ENSG00000122986.14",-1.776,"2.87e-09",166.15,"Down"
NA,"ENSG00000267405.2",-1.776,"5.52e-04",6.62,"Down"
"SLC18A2-AS1","ENSG00000225936.3",-1.776,"1.76e-03",3.62,"Down"
NA,"ENSG00000228643.2",-1.776,"1.12e-02",5.38,"Down"
NA,"ENSG00000251555.2",-1.777,"1.75e-03",4.27,"Down"
"SIGLEC16","ENSG00000161643.13",-1.777,"4.10e-03",34.8,"Down"
"HECW2","ENSG00000138411.13",-1.778,"5.80e-12",730.74,"Down"
"ZNF366","ENSG00000178175.12",-1.778,"2.87e-10",69.01,"Down"
"GNA15-DT","ENSG00000267551.3",-1.78,"4.37e-03",4.09,"Down"
"SLIT3","ENSG00000184347.16",-1.781,"4.52e-17",719.32,"Down"
"GIMAP4","ENSG00000133574.10",-1.782,"3.83e-15",931.82,"Down"
"HSPB8","ENSG00000152137.8",-1.782,"4.32e-08",739.44,"Down"
"LEFTY2","ENSG00000143768.13",-1.782,"7.97e-03",14.34,"Down"
"ASPG","ENSG00000166183.16",-1.783,"7.84e-03",8.93,"Down"
"LY86","ENSG00000112799.9",-1.784,"7.33e-24",270.24,"Down"
NA,"ENSG00000301948.1",-1.784,"9.86e-04",9.51,"Down"
"FILIP1","ENSG00000118407.15",-1.785,"1.24e-05",234.36,"Down"
NA,"ENSG00000304794.1",-1.785,"3.36e-03",3.5,"Down"
"NRXN3","ENSG00000021645.20",-1.787,"1.35e-09",101.53,"Down"
NA,"ENSG00000271871.1",-1.787,"1.94e-07",9.57,"Down"
"SNX10","ENSG00000086300.17",-1.788,"7.93e-24",1116.65,"Down"
"JAML","ENSG00000160593.20",-1.789,"2.43e-13",991.59,"Down"
"ROBO2","ENSG00000185008.19",-1.789,"1.13e-06",214.95,"Down"
"ARGLU1-DT","ENSG00000272274.6",-1.789,"3.41e-04",23.53,"Down"
NA,"ENSG00000289579.1",-1.789,"1.05e-02",7.84,"Down"
"ERG","ENSG00000157554.20",-1.79,"2.90e-28",542.72,"Down"
"VWC2","ENSG00000188730.5",-1.791,"3.13e-02",9.69,"Down"
"OTUD1","ENSG00000165312.7",-1.793,"2.86e-26",478.54,"Down"
"HIF3A","ENSG00000124440.16",-1.794,"3.72e-03",156.84,"Down"
"GLP2R","ENSG00000065325.13",-1.794,"1.23e-02",7.66,"Down"
"NKG7","ENSG00000105374.10",-1.796,"7.07e-04",120.16,"Down"
"APOB","ENSG00000084674.15",-1.796,"1.69e-03",4.57,"Down"
NA,"ENSG00000252965.1",-1.797,"1.93e-03",3.68,"Down"
"VSIG2","ENSG00000019102.12",-1.797,"2.11e-03",274.17,"Down"
NA,"ENSG00000307105.1",-1.797,"9.29e-03",4.27,"Down"
"RHOJ","ENSG00000126785.13",-1.798,"7.80e-25",357.2,"Down"
"TSPAN12","ENSG00000106025.9",-1.798,"3.22e-11",841.92,"Down"
"SIGLEC5","ENSG00000268500.8",-1.798,"9.90e-05",83.18,"Down"
"LINC02884","ENSG00000231246.4",-1.8,"8.80e-06",28.28,"Down"
"TMOD1","ENSG00000136842.14",-1.804,"3.31e-08",101.8,"Down"
"NHSL1","ENSG00000135540.12",-1.808,"3.86e-09",406.17,"Down"
"ABCA10","ENSG00000154263.18",-1.811,"3.28e-12",53.55,"Down"
"ARRB1","ENSG00000137486.17",-1.811,"1.83e-11",1001.69,"Down"
"PLA1A","ENSG00000144837.9",-1.811,"6.81e-07",151.37,"Down"
"IL3RA","ENSG00000292332.1",-1.812,"8.02e-15",117.32,"Down"
"PGM5P4-AS1","ENSG00000231943.12",-1.812,"3.55e-05",7.1,"Down"
"LINC01671","ENSG00000225431.2",-1.814,"6.27e-07",24.32,"Down"
"HPR","ENSG00000261701.9",-1.814,"3.96e-03",43.86,"Down"
"CAV2","ENSG00000105971.15",-1.815,"6.09e-08",3281.55,"Down"
NA,"ENSG00000255671.2",-1.815,"2.45e-02",2.09,"Down"
NA,"ENSG00000256377.7",-1.816,"8.22e-03",4.17,"Down"
"FXYD6","ENSG00000137726.17",-1.818,"5.44e-17",123.58,"Down"
"DENND2A","ENSG00000146966.13",-1.819,"5.28e-16",168.64,"Down"
NA,"ENSG00000262823.2",-1.819,"2.04e-06",13.61,"Down"
NA,"ENSG00000198857.3",-1.82,"1.39e-02",3.7,"Down"
"PCDH12","ENSG00000113555.6",-1.823,"3.43e-34",504.72,"Down"
"ADCYAP1R1","ENSG00000078549.16",-1.823,"2.01e-12",28.46,"Down"
"DRAM1","ENSG00000136048.14",-1.823,"2.06e-10",3200.92,"Down"
"ADCYAP1","ENSG00000141433.13",-1.823,"5.07e-03",29.32,"Down"
"VNN2","ENSG00000112303.14",-1.824,"4.23e-09",189.63,"Down"
NA,"ENSG00000304344.1",-1.824,"3.94e-02",2.56,"Down"
"TSPAN18","ENSG00000157570.12",-1.826,"5.25e-16",411.9,"Down"
"ESAM-AS1","ENSG00000250073.5",-1.827,"5.53e-10",33.88,"Down"
"ZNF385B","ENSG00000144331.20",-1.827,"6.73e-04",537.11,"Down"
NA,"ENSG00000291144.2",-1.828,"3.97e-04",10.97,"Down"
"SYN3","ENSG00000185666.16",-1.829,"1.88e-08",16.88,"Down"
"NTN4","ENSG00000074527.13",-1.829,"2.13e-06",1174,"Down"
NA,"ENSG00000260398.1",-1.829,"3.56e-06",13.75,"Down"
"NCR1","ENSG00000189430.13",-1.83,"1.12e-05",7.01,"Down"
"TRGV7","ENSG00000249978.1",-1.83,"1.97e-05",10.22,"Down"
NA,"ENSG00000234506.8",-1.83,"2.87e-02",2.17,"Down"
"DKK2","ENSG00000155011.9",-1.831,"7.12e-17",148.15,"Down"
"C1QTNF7","ENSG00000163145.13",-1.831,"9.05e-07",139.31,"Down"
"FIBIN","ENSG00000176971.4",-1.831,"1.57e-04",239.83,"Down"
"HRCT1","ENSG00000196196.3",-1.832,"3.38e-05",8.48,"Down"
"LINC02863","ENSG00000238160.3",-1.832,"2.77e-04",5.36,"Down"
NA,"ENSG00000289424.3",-1.834,"3.83e-09",15.93,"Down"
"TPRG1","ENSG00000188001.10",-1.835,"3.69e-13",123.69,"Down"
"LINC01798","ENSG00000232046.9",-1.835,"5.82e-03",6.01,"Down"
"MMRN2","ENSG00000173269.14",-1.836,"1.08e-32",476.23,"Down"
"NOSTRIN","ENSG00000163072.16",-1.838,"2.74e-06",374.55,"Down"
"SLPI","ENSG00000124107.5",-1.838,"1.12e-05",4723.88,"Down"
"FRY","ENSG00000073910.23",-1.839,"5.30e-17",761.3,"Down"
NA,"ENSG00000309677.1",-1.839,"2.69e-03",3.46,"Down"
NA,"ENSG00000224738.3",-1.841,"1.36e-05",9.07,"Down"
NA,"ENSG00000299552.1",-1.842,"4.76e-03",3.45,"Down"
"FGFR2","ENSG00000066468.24",-1.845,"9.25e-05",792.42,"Down"
"PENK","ENSG00000181195.11",-1.847,"3.11e-03",20.3,"Down"
"LINC00670","ENSG00000179136.9",-1.847,"1.43e-02",2.34,"Down"
"PKNOX2","ENSG00000165495.16",-1.849,"9.11e-12",110.95,"Down"
"HBEGF","ENSG00000113070.8",-1.849,"1.59e-10",868.92,"Down"
"NCKAP5-AS2","ENSG00000226953.9",-1.851,"1.31e-03",3.99,"Down"
"GGTA1","ENSG00000204136.12",-1.852,"2.48e-20",254.2,"Down"
"RADIL","ENSG00000157927.17",-1.853,"3.80e-07",13.32,"Down"
"WNT3A","ENSG00000154342.6",-1.853,"2.46e-02",11.68,"Down"
"SYNM","ENSG00000182253.15",-1.854,"1.83e-19",275.8,"Down"
"ITM2A","ENSG00000078596.11",-1.855,"3.55e-09",707.88,"Down"
"VAV3-AS1","ENSG00000230489.3",-1.855,"1.23e-07",11.85,"Down"
"GMFG","ENSG00000130755.13",-1.856,"5.18e-38",544.85,"Down"
"WFDC1","ENSG00000103175.11",-1.857,"4.69e-13",87.18,"Down"
"HLA-V","ENSG00000290710.2",-1.857,"6.32e-05",77.72,"Down"
"LOC124907392","ENSG00000258636.3",-1.858,"7.98e-05",9.32,"Down"
NA,"ENSG00000289930.2",-1.861,"4.48e-02",1.65,"Down"
NA,"ENSG00000254416.7",-1.862,"1.12e-03",4.18,"Down"
"CCL23","ENSG00000274736.5",-1.863,"1.45e-06",28.95,"Down"
"PDE3B","ENSG00000152270.9",-1.864,"5.75e-13",504.02,"Down"
"IL33","ENSG00000137033.12",-1.864,"2.00e-07",1317.21,"Down"
"TYRP1","ENSG00000107165.13",-1.865,"6.81e-05",61.14,"Down"
"TRGC1","ENSG00000211689.7",-1.866,"8.19e-06",7.11,"Down"
"CASQ2","ENSG00000118729.15",-1.866,"9.72e-06",61.48,"Down"
NA,"ENSG00000306721.1",-1.866,"5.68e-05",8.11,"Down"
NA,"ENSG00000295636.1",-1.866,"2.13e-02",2.41,"Down"
"AWAT2","ENSG00000147160.9",-1.866,"3.17e-02",5.41,"Down"
"THBD","ENSG00000178726.7",-1.867,"1.89e-08",1171.62,"Down"
"NDNF","ENSG00000173376.14",-1.867,"8.71e-06",2557.95,"Down"
"SEMA6A-AS2","ENSG00000249167.3",-1.867,"1.23e-02",2.39,"Down"
"SPTBN1","ENSG00000115306.17",-1.87,"2.70e-27",7648,"Down"
NA,"ENSG00000227242.4",-1.87,"1.10e-02",2.89,"Down"
"PXMP4","ENSG00000101417.12",-1.872,"4.10e-12",681.54,"Down"
"C8orf34","ENSG00000165084.16",-1.873,"1.86e-06",72.6,"Down"
"ACP5","ENSG00000102575.14",-1.873,"3.17e-05",2107.36,"Down"
NA,"ENSG00000258633.2",-1.873,"4.71e-04",9.59,"Down"
NA,"ENSG00000255310.2",-1.874,"2.70e-09",47.82,"Down"
"MTND6P3","ENSG00000254132.1",-1.875,"3.94e-02",3.91,"Down"
"LRRTM2","ENSG00000146006.8",-1.876,"3.40e-04",9.35,"Down"
"ADGRL2","ENSG00000117114.21",-1.879,"2.91e-08",2098.35,"Down"
"ADRA1D","ENSG00000171873.8",-1.879,"3.79e-03",7.6,"Down"
"ABCC13","ENSG00000291052.2",-1.88,"2.85e-02",4.48,"Down"
"CASS4","ENSG00000087589.17",-1.882,"9.68e-15",240.52,"Down"
"BLVRBP1","ENSG00000273682.1",-1.882,"3.93e-03",3.13,"Down"
NA,"ENSG00000287270.1",-1.885,"7.07e-04",11.63,"Down"
NA,"ENSG00000288735.3",-1.885,"8.73e-03",3.53,"Down"
"RDH12","ENSG00000139988.10",-1.885,"2.97e-02",2.61,"Down"
"KCNE1","ENSG00000180509.13",-1.887,"9.48e-07",29.74,"Down"
"SH3TC2","ENSG00000169247.14",-1.887,"2.14e-05",11.61,"Down"
"AFAP1L1","ENSG00000157510.14",-1.89,"1.15e-34",338.35,"Down"
"LIFR","ENSG00000113594.10",-1.89,"1.95e-10",2550.86,"Down"
NA,"ENSG00000293939.1",-1.893,"1.52e-02",2.63,"Down"
"C1orf115","ENSG00000162817.7",-1.894,"8.59e-12",391.52,"Down"
"STARD13","ENSG00000133121.21",-1.895,"2.75e-34",418.28,"Down"
"MLC1","ENSG00000100427.16",-1.895,"1.10e-07",11.48,"Down"
"HTRA4","ENSG00000169495.5",-1.895,"1.52e-04",74.87,"Down"
"MPHOSPH10P1","ENSG00000291103.2",-1.896,"2.33e-02",3.61,"Down"
"MUSK","ENSG00000030304.15",-1.897,"1.32e-06",27.27,"Down"
"TMEM139","ENSG00000178826.11",-1.897,"8.45e-05",65.8,"Down"
"TAFA1","ENSG00000183662.12",-1.897,"3.26e-02",1.89,"Down"
NA,"ENSG00000286449.1",-1.898,"2.14e-06",7.84,"Down"
"GATA6-AS1","ENSG00000266010.5",-1.899,"1.08e-04",20.15,"Down"
"WDR17","ENSG00000150627.16",-1.9,"3.06e-10",54.09,"Down"
"SASH1","ENSG00000111961.19",-1.901,"5.38e-43",1064.71,"Down"
"GPER1","ENSG00000164850.16",-1.901,"5.08e-04",29.88,"Down"
NA,"ENSG00000250978.6",-1.901,"6.96e-04",87.63,"Down"
"SVEP1","ENSG00000165124.19",-1.903,"7.86e-11",572.57,"Down"
"FAM110D","ENSG00000197245.6",-1.903,"2.25e-08",21.11,"Down"
NA,"ENSG00000226871.2",-1.904,"2.44e-06",7.42,"Down"
NA,"ENSG00000250934.4",-1.904,"1.52e-02",2.83,"Down"
"CYYR1","ENSG00000166265.13",-1.905,"5.17e-35",401.99,"Down"
"SMAD9","ENSG00000120693.16",-1.905,"1.52e-23",173.74,"Down"
"CX3CR1","ENSG00000168329.14",-1.905,"5.72e-08",203.52,"Down"
"LETR1","ENSG00000248441.10",-1.905,"6.08e-08",22.65,"Down"
NA,"ENSG00000225940.8",-1.905,"1.91e-02",2.11,"Down"
"FREM2","ENSG00000150893.11",-1.906,"3.40e-09",303.63,"Down"
"IL3RA","ENSG00000185291.12",-1.907,"6.07e-22",83.02,"Down"
NA,"ENSG00000273372.1",-1.909,"8.92e-03",5.84,"Down"
"PDZRN4","ENSG00000165966.16",-1.91,"1.55e-04",14.22,"Down"
"CMTM2","ENSG00000140932.10",-1.91,"1.40e-03",11.36,"Down"
"F8","ENSG00000185010.15",-1.912,"1.26e-13",524.96,"Down"
"SLC8A3","ENSG00000100678.20",-1.913,"6.85e-05",16.99,"Down"
"DNAJC5B","ENSG00000147570.10",-1.915,"4.44e-05",90.48,"Down"
"EFCC1","ENSG00000114654.8",-1.916,"3.15e-06",77.07,"Down"
NA,"ENSG00000298817.1",-1.917,"2.24e-02",1.95,"Down"
"PPP4R4","ENSG00000119698.12",-1.918,"2.05e-06",85.96,"Down"
"KIR2DL3","ENSG00000243772.8",-1.918,"6.94e-03",2.73,"Down"
NA,"ENSG00000205414.1",-1.921,"1.39e-02",2.24,"Down"
"SLC10A4","ENSG00000145248.7",-1.923,"2.09e-03",8.75,"Down"
NA,"ENSG00000255136.4",-1.923,"3.43e-02",1.49,"Down"
"PRKG2","ENSG00000138669.10",-1.924,"6.14e-07",114.24,"Down"
"GNLY","ENSG00000115523.17",-1.924,"1.73e-03",224.19,"Down"
NA,"ENSG00000225670.5",-1.925,"3.14e-05",24.73,"Down"
"STON1-GTF2A1L","ENSG00000068781.21",-1.928,"4.22e-04",4.2,"Down"
NA,"ENSG00000274002.2",-1.929,"3.50e-04",35.86,"Down"
NA,"ENSG00000288990.3",-1.93,"5.72e-08",10.68,"Down"
"HLA-DOA","ENSG00000204252.14",-1.933,"4.51e-12",1643.7,"Down"
"CPAMD8P1","ENSG00000197320.5",-1.933,"2.41e-05",91.92,"Down"
"FGF2","ENSG00000138685.18",-1.937,"2.13e-06",201.04,"Down"
"MPIG6B","ENSG00000204420.10",-1.938,"4.75e-05",12.15,"Down"
"LINC01820","ENSG00000228100.3",-1.939,"5.69e-07",20.66,"Down"
NA,"ENSG00000232354.8",-1.939,"4.09e-05",31.93,"Down"
"CD300E","ENSG00000186407.8",-1.941,"6.89e-07",237.85,"Down"
"ZEB2-AS1","ENSG00000238057.11",-1.941,"8.09e-05",5.65,"Down"
NA,"ENSG00000283913.2",-1.944,"7.84e-16",49.21,"Down"
NA,"ENSG00000269918.1",-1.944,"1.27e-08",17.57,"Down"
NA,"ENSG00000296325.1",-1.944,"1.40e-04",4.45,"Down"
"FAM181A-AS1","ENSG00000258584.3",-1.944,"4.71e-03",4.63,"Down"
"HPSE2","ENSG00000172987.14",-1.945,"7.50e-05",24.77,"Down"
NA,"ENSG00000231967.1",-1.945,"1.50e-02",1.96,"Down"
"DPYS","ENSG00000147647.13",-1.946,"1.54e-04",10.31,"Down"
NA,"ENSG00000299344.1",-1.946,"2.28e-04",9.72,"Down"
NA,"ENSG00000306142.1",-1.948,"7.60e-05",27.08,"Down"
"CD93","ENSG00000125810.11",-1.949,"1.84e-36",3366.76,"Down"
"KIF17","ENSG00000117245.13",-1.949,"4.34e-10",24.52,"Down"
"PDZD2","ENSG00000133401.16",-1.949,"4.50e-09",884.15,"Down"
"APOBEC3A","ENSG00000128383.14",-1.949,"5.19e-05",47.55,"Down"
"NR4A3","ENSG00000119508.18",-1.95,"1.66e-03",413.92,"Down"
"SLC26A4","ENSG00000091137.14",-1.951,"1.67e-04",40.89,"Down"
"MFAP4","ENSG00000166482.12",-1.952,"5.69e-12",2518.76,"Down"
"APOC1","ENSG00000130208.10",-1.953,"2.50e-06",945.38,"Down"
"PHACTR1","ENSG00000112137.19",-1.954,"1.47e-07",500.05,"Down"
"LOC101929657","ENSG00000273523.1",-1.955,"1.85e-02",2.04,"Down"
"PELATON","ENSG00000224397.10",-1.958,"4.27e-15",372.84,"Down"
"ANXA3","ENSG00000138772.13",-1.959,"1.49e-06",1562.78,"Down"
"PLLP","ENSG00000102934.10",-1.962,"2.25e-10",346.55,"Down"
NA,"ENSG00000289526.3",-1.962,"6.33e-05",11.06,"Down"
NA,"ENSG00000291166.2",-1.962,"1.85e-02",2.29,"Down"
"SEMA6D","ENSG00000137872.17",-1.963,"2.75e-09",242.11,"Down"
"GPR15","ENSG00000154165.5",-1.963,"1.02e-05",76.97,"Down"
"COL6A5","ENSG00000172752.16",-1.963,"3.08e-05",195.52,"Down"
"ICAM4-AS1","ENSG00000267607.2",-1.963,"1.64e-02",17.56,"Down"
"VWF","ENSG00000110799.14",-1.965,"4.41e-13",2516.59,"Down"
"LINC01031","ENSG00000232077.3",-1.966,"5.48e-03",2.8,"Down"
"ADAMTS1","ENSG00000154734.16",-1.967,"1.20e-04",1353.17,"Down"
NA,"ENSG00000289926.2",-1.968,"3.79e-04",18.86,"Down"
"AJAP1","ENSG00000196581.11",-1.971,"2.55e-04",18.59,"Down"
"LIMCH1","ENSG00000064042.18",-1.973,"2.51e-15",4277.73,"Down"
"CCDC85A","ENSG00000055813.6",-1.974,"1.84e-07",18.2,"Down"
"PRAM1","ENSG00000133246.12",-1.975,"2.67e-05",69.05,"Down"
"LINC03135","ENSG00000228559.3",-1.976,"8.13e-08",18.08,"Down"
"HPGD","ENSG00000164120.14",-1.977,"3.23e-05",2010.06,"Down"
"CYBB","ENSG00000165168.9",-1.979,"9.53e-12",5630.18,"Down"
"LMO2","ENSG00000135363.12",-1.981,"1.47e-24",393.38,"Down"
NA,"ENSG00000262133.2",-1.983,"1.45e-02",2,"Down"
"HHIP-AS1","ENSG00000248890.5",-1.984,"8.65e-07",83.07,"Down"
"PTPRN2","ENSG00000155093.20",-1.985,"5.79e-23",94.97,"Down"
NA,"ENSG00000260871.1",-1.985,"2.42e-02",1.79,"Down"
"GPR146","ENSG00000164849.10",-1.986,"3.40e-07",11.26,"Down"
"ESAM","ENSG00000149564.12",-1.988,"1.86e-29",863.22,"Down"
"LOXHD1","ENSG00000167210.17",-1.988,"2.28e-13",19.58,"Down"
"B3GALT2","ENSG00000162630.6",-1.989,"1.29e-06",43.63,"Down"
"GABRB2","ENSG00000145864.14",-1.989,"7.23e-05",35.71,"Down"
NA,"ENSG00000308504.1",-1.989,"1.34e-03",3.82,"Down"
"ACSM5","ENSG00000183549.10",-1.994,"1.73e-04",20.47,"Down"
"PLA2G4E","ENSG00000188089.14",-1.994,"4.73e-04",112.15,"Down"
NA,"ENSG00000308136.1",-1.995,"2.73e-03",3.07,"Down"
"F10","ENSG00000126218.12",-1.996,"1.17e-12",23.14,"Down"
"LOC101929494","ENSG00000276170.7",-1.996,"1.99e-02",22.83,"Down"
"PENK-AS1","ENSG00000254254.8",-1.997,"3.29e-02",2.77,"Down"
"CRTAM","ENSG00000109943.9",-1.999,"5.08e-11",60.43,"Down"
NA,"ENSG00000213071.12",-1.999,"2.39e-05",47.95,"Down"
"BEX1","ENSG00000133169.6",-2,"6.74e-04",5.65,"Down"
"TRPC3","ENSG00000138741.11",-2.001,"8.02e-09",16.73,"Down"
NA,"ENSG00000237813.5",-2.001,"1.21e-04",10.67,"Down"
"IL7R","ENSG00000168685.15",-2.004,"1.35e-11",2401.39,"Down"
"SEMA5A","ENSG00000112902.12",-2.004,"1.54e-11",822.91,"Down"
"RASIP1","ENSG00000105538.10",-2.005,"1.26e-11",82.93,"Down"
"SLC7A7","ENSG00000155465.21",-2.006,"5.54e-21",1149.89,"Down"
"PTX3","ENSG00000163661.4",-2.006,"2.78e-03",88.21,"Down"
"USHBP1","ENSG00000130307.12",-2.007,"6.00e-11",54.74,"Down"
NA,"ENSG00000255363.4",-2.007,"1.63e-04",5.8,"Down"
"TRGC2","ENSG00000227191.8",-2.012,"1.90e-04",62.79,"Down"
NA,"ENSG00000230910.7",-2.014,"8.14e-08",14.85,"Down"
"FXYD1","ENSG00000266964.6",-2.016,"3.37e-04",5.26,"Down"
NA,"ENSG00000303997.1",-2.018,"5.40e-03",3.01,"Down"
"CD300LF","ENSG00000186074.19",-2.019,"4.32e-09",297.89,"Down"
"SH3GL2","ENSG00000107295.10",-2.019,"1.66e-03",19.62,"Down"
"GRIK4","ENSG00000149403.13",-2.02,"1.87e-11",16.49,"Down"
"PCOLCE2","ENSG00000163710.9",-2.02,"9.52e-05",303.81,"Down"
"CACNG4","ENSG00000075461.6",-2.02,"1.60e-04",75.84,"Down"
NA,"ENSG00000229498.1",-2.02,"4.96e-03",4.71,"Down"
"RPL21P1","ENSG00000214760.3",-2.021,"3.91e-02",1.54,"Down"
NA,"ENSG00000310285.1",-2.025,"4.80e-05",23.71,"Down"
"SLC16A11","ENSG00000174326.15",-2.028,"1.75e-03",5.48,"Down"
NA,"ENSG00000287494.1",-2.028,"4.78e-02",1.29,"Down"
"CFD","ENSG00000197766.9",-2.029,"1.91e-29",53.05,"Down"
"MMRN1","ENSG00000138722.10",-2.029,"9.00e-07",552.05,"Down"
"RERGL","ENSG00000111404.7",-2.032,"2.36e-03",11.52,"Down"
"LINC00562","ENSG00000260388.2",-2.032,"1.92e-02",1.85,"Down"
NA,"ENSG00000298258.1",-2.035,"4.67e-02",1.07,"Down"
"AOX1","ENSG00000138356.14",-2.036,"2.30e-11",213.21,"Down"
"SYNPO2L","ENSG00000166317.12",-2.036,"5.78e-03",5.09,"Down"
"CPED1","ENSG00000106034.18",-2.038,"1.36e-21",485.98,"Down"
"PCSK2","ENSG00000125851.10",-2.039,"8.39e-03",62.25,"Down"
"LINC00261","ENSG00000259974.6",-2.04,"1.08e-04",246.06,"Down"
"UPB1","ENSG00000100024.15",-2.044,"4.43e-08",8.35,"Down"
NA,"ENSG00000310451.1",-2.044,"4.92e-02",1.3,"Down"
NA,"ENSG00000303084.1",-2.045,"1.95e-02",4.41,"Down"
"CAT","ENSG00000121691.7",-2.046,"3.06e-30",3217.22,"Down"
"LOC105371730","ENSG00000214708.4",-2.047,"3.10e-11",27.92,"Down"
"PRKCQ","ENSG00000065675.16",-2.047,"7.81e-11",171.05,"Down"
NA,"ENSG00000286872.1",-2.049,"1.60e-05",5.99,"Down"
"FBP1","ENSG00000165140.12",-2.05,"9.83e-09",1811.96,"Down"
"FLRT3","ENSG00000125848.10",-2.051,"1.59e-10",1192.13,"Down"
"GPRIN2","ENSG00000204175.6",-2.054,"4.00e-07",409.21,"Down"
"SIRPD","ENSG00000125900.13",-2.054,"1.66e-04",4.47,"Down"
NA,"ENSG00000255471.2",-2.056,"5.70e-13",18.03,"Down"
"TENT5B","ENSG00000158246.8",-2.058,"9.41e-10",62.67,"Down"
"ACTN2","ENSG00000077522.15",-2.058,"3.25e-06",37.23,"Down"
"NR2E3","ENSG00000278570.5",-2.058,"1.06e-02",2.09,"Down"
NA,"ENSG00000239828.10",-2.059,"1.54e-04",4.29,"Down"
NA,"ENSG00000236972.2",-2.06,"1.55e-05",117.57,"Down"
NA,"ENSG00000279581.1",-2.06,"1.39e-03",3.2,"Down"
NA,"ENSG00000253917.5",-2.061,"4.92e-02",4.08,"Down"
NA,"ENSG00000287658.2",-2.061,"4.99e-02",2.64,"Down"
"SIRPB1","ENSG00000101307.16",-2.062,"2.32e-16",286.79,"Down"
"TEX14","ENSG00000121101.16",-2.062,"3.59e-13",22.09,"Down"
"ABCA3","ENSG00000167972.14",-2.062,"2.41e-06",2369.51,"Down"
"AOC3","ENSG00000131471.7",-2.068,"1.93e-24",1610.64,"Down"
"ARHGEF26","ENSG00000114790.13",-2.068,"7.60e-13",669.88,"Down"
NA,"ENSG00000271631.1",-2.069,"9.29e-07",7.52,"Down"
"GAPLINC","ENSG00000266835.8",-2.069,"3.31e-06",15.09,"Down"
"SLC39A12","ENSG00000148482.12",-2.07,"1.30e-02",2.15,"Down"
"SLC5A1","ENSG00000100170.10",-2.071,"2.75e-04",81.78,"Down"
NA,"ENSG00000285402.2",-2.071,"8.24e-03",18.88,"Down"
"SEC14L6","ENSG00000214491.9",-2.073,"5.34e-05",191.79,"Down"
NA,"ENSG00000294466.1",-2.075,"7.87e-06",5.6,"Down"
"WNT7A","ENSG00000154764.6",-2.075,"1.17e-03",33.49,"Down"
"CYP4Z1","ENSG00000186160.5",-2.076,"3.56e-08",8.54,"Down"
